1,2,1
2,1,1
2,3,1
3,2,1
2,4,1
4,2,1
2,5,1
5,2,1
2,6,1
6,2,1
2,7,1
7,2,1
2,8,1
8,2,1
2,9,1
9,2,1
2,10,1
10,2,1
2,11,1
11,2,1
2,12,1
12,2,1
10,3,1
3,10,1
4,6,1
6,4,1
6,12,1
12,6,1
11,10,1
10,11,1
9,11,1
11,9,1
4,3,1
3,4,1
7,10,1
10,7,1
5,6,1
6,5,1
12,3,1
3,12,1
8,6,1
6,8,1
1,13,1
13,1,1
13,14,1
14,13,1
13,15,1
15,13,1
13,16,1
16,13,1
13,17,1
17,13,1
13,18,1
18,13,1
13,19,1
19,13,1
13,20,1
20,13,1
13,21,1
21,13,1
13,22,1
22,13,1
13,23,1
23,13,1
21,17,1
17,21,1
21,16,1
16,21,1
23,14,1
14,23,1
15,22,1
22,15,1
19,23,1
23,19,1
19,21,1
21,19,1
17,18,1
18,17,1
19,20,1
20,19,1
22,16,1
16,22,1
17,19,1
19,17,1
1,24,1
24,1,1
24,25,1
25,24,1
24,26,1
26,24,1
24,27,1
27,24,1
24,28,1
28,24,1
24,29,1
29,24,1
24,30,1
30,24,1
24,31,1
31,24,1
24,32,1
32,24,1
24,33,1
33,24,1
24,34,1
34,24,1
28,33,1
33,28,1
34,33,1
33,34,1
25,33,1
33,25,1
26,27,1
27,26,1
34,32,1
32,34,1
30,26,1
26,30,1
32,26,1
26,32,1
32,28,1
28,32,1
34,28,1
28,34,1
25,27,1
27,25,1
1,35,1
35,1,1
35,36,1
36,35,1
35,37,1
37,35,1
35,38,1
38,35,1
35,39,1
39,35,1
35,40,1
40,35,1
35,41,1
41,35,1
35,42,1
42,35,1
35,43,1
43,35,1
35,44,1
44,35,1
35,45,1
45,35,1
43,41,1
41,43,1
38,39,1
39,38,1
39,37,1
37,39,1
40,39,1
39,40,1
45,37,1
37,45,1
43,38,1
38,43,1
44,36,1
36,44,1
42,38,1
38,42,1
45,39,1
39,45,1
42,39,1
39,42,1
1,46,1
46,1,1
46,47,1
47,46,1
46,48,1
48,46,1
46,49,1
49,46,1
46,50,1
50,46,1
46,51,1
51,46,1
46,52,1
52,46,1
46,53,1
53,46,1
46,54,1
54,46,1
46,55,1
55,46,1
46,56,1
56,46,1
51,47,1
47,51,1
54,53,1
53,54,1
52,50,1
50,52,1
56,53,1
53,56,1
52,47,1
47,52,1
47,55,1
55,47,1
50,54,1
54,50,1
51,48,1
48,51,1
51,56,1
56,51,1
55,56,1
56,55,1
