349,937,1
617,534,1
287,475,1
246,659,1
525,154,1
339,381,1
291,849,1
567,846,1
363,913,1
609,719,1
955,619,1
72,724,1
6,604,1
827,596,1
32,34,1
665,427,1
3,854,1
810,765,1
863,360,1
133,729,1
478,521,1
867,480,1
734,562,1
272,585,1
479,855,1
682,67,1
260,231,1
929,822,1
766,506,1
39,70,1
556,303,1
857,925,1
111,329,1
67,587,1
194,406,1
243,749,1
479,388,1
163,911,1
380,832,1
385,599,1
884,620,1
980,248,1
297,484,1
533,839,1
88,966,1
773,478,1
533,652,1
101,539,1
989,399,1
543,980,1
27,921,1
948,529,1
402,702,1
63,621,1
241,872,1
551,138,1
628,846,1
707,49,1
775,209,1
861,155,1
709,595,1
224,911,1
815,284,1
894,929,1
481,458,1
442,602,1
406,892,1
149,138,1
851,3,1
668,319,1
209,214,1
230,888,1
364,584,1
979,354,1
33,728,1
607,870,1
284,277,1
758,790,1
255,556,1
330,18,1
886,431,1
904,996,1
311,340,1
489,132,1
240,615,1
796,56,1
425,325,1
281,611,1
216,582,1
344,16,1
699,894,1
951,116,1
959,248,1
914,870,1
223,719,1
309,772,1
177,163,1
205,347,1
139,492,1
221,762,1
499,711,1
229,364,1
572,834,1
228,40,1
203,12,1
6,447,1
505,670,1
64,257,1
380,833,1
912,548,1
862,35,1
530,546,1
550,985,1
37,5,1
957,114,1
269,858,1
769,757,1
817,232,1
718,144,1
956,379,1
451,271,1
377,497,1
32,261,1
799,969,1
221,770,1
900,563,1
541,761,1
830,247,1
929,805,1
860,726,1
489,768,1
348,87,1
126,79,1
382,463,1
859,324,1
732,400,1
834,817,1
869,484,1
739,847,1
567,23,1
270,921,1
178,223,1
649,800,1
812,537,1
566,611,1
759,200,1
876,954,1
6,484,1
582,320,1
366,229,1
456,314,1
370,323,1
653,792,1
198,668,1
558,103,1
405,897,1
45,377,1
278,861,1
55,394,1
825,130,1
352,199,1
240,26,1
569,997,1
760,719,1
828,907,1
95,583,1
984,814,1
303,768,1
616,783,1
856,284,1
957,146,1
116,673,1
524,598,1
668,864,1
131,316,1
472,975,1
116,486,1
188,653,1
244,917,1
982,82,1
197,311,1
83,233,1
831,915,1
457,955,1
382,850,1
871,48,1
749,444,1
65,476,1
440,196,1
200,644,1
567,41,1
526,996,1
390,410,1
943,727,1
905,830,1
419,346,1
365,869,1
896,925,1
82,822,1
548,919,1
421,109,1
848,901,1
945,912,1
400,70,1
205,911,1
110,774,1
289,703,1
671,525,1
642,649,1
701,460,1
301,499,1
340,699,1
32,306,1
56,378,1
180,186,1
595,922,1
887,981,1
349,350,1
5,628,1
347,948,1
743,476,1
834,466,1
156,511,1
54,318,1
963,862,1
283,927,1
643,713,1
900,121,1
234,763,1
265,585,1
425,252,1
987,334,1
241,348,1
395,760,1
558,665,1
225,864,1
497,558,1
433,810,1
636,832,1
911,835,1
591,989,1
331,628,1
767,995,1
727,616,1
686,507,1
558,272,1
462,968,1
159,608,1
462,104,1
118,646,1
735,318,1
404,158,1
808,112,1
293,421,1
990,964,1
703,48,1
640,954,1
658,208,1
118,422,1
195,180,1
761,982,1
234,355,1
541,890,1
12,781,1
948,884,1
123,156,1
36,973,1
992,300,1
1000,520,1
331,532,1
941,576,1
434,993,1
786,842,1
597,214,1
819,958,1
554,145,1
439,368,1
563,260,1
428,421,1
349,55,1
133,540,1
4,207,1
178,946,1
418,309,1
357,794,1
823,341,1
861,495,1
555,241,1
347,647,1
734,354,1
346,727,1
592,147,1
4,885,1
364,674,1
543,438,1
463,571,1
782,636,1
279,618,1
803,642,1
190,661,1
939,904,1
678,28,1
922,910,1
630,430,1
413,855,1
843,329,1
975,788,1
970,821,1
955,665,1
721,654,1
224,936,1
629,549,1
779,736,1
118,90,1
605,945,1
503,535,1
45,183,1
506,195,1
633,521,1
528,818,1
278,717,1
822,398,1
607,682,1
835,773,1
17,201,1
166,846,1
589,784,1
988,672,1
639,364,1
847,530,1
364,475,1
210,9,1
576,212,1
320,649,1
637,43,1
613,314,1
320,173,1
316,990,1
661,420,1
896,973,1
362,175,1
695,342,1
729,202,1
671,258,1
935,869,1
244,390,1
562,75,1
562,717,1
576,354,1
325,47,1
842,537,1
872,771,1
479,291,1
642,692,1
813,767,1
532,82,1
282,817,1
551,168,1
281,457,1
683,86,1
976,902,1
147,371,1
53,630,1
852,392,1
193,485,1
203,843,1
757,103,1
46,391,1
305,715,1
499,173,1
803,39,1
124,145,1
77,42,1
252,139,1
335,122,1
28,647,1
859,987,1
374,764,1
1000,128,1
419,182,1
598,497,1
688,689,1
321,385,1
42,227,1
768,746,1
938,243,1
972,767,1
900,372,1
742,654,1
673,320,1
241,121,1
165,483,1
975,576,1
307,406,1
576,148,1
20,475,1
140,514,1
510,476,1
834,978,1
593,27,1
361,187,1
117,965,1
275,180,1
223,432,1
410,394,1
82,165,1
819,761,1
490,44,1
391,489,1
860,860,1
695,319,1
154,803,1
752,68,1
267,368,1
676,830,1
310,2,1
664,417,1
654,964,1
381,26,1
233,233,1
461,744,1
363,670,1
95,263,1
553,56,1
574,378,1
687,562,1
283,548,1
458,322,1
235,156,1
793,537,1
940,179,1
926,286,1
545,234,1
427,911,1
780,381,1
872,379,1
571,534,1
816,430,1
883,439,1
291,529,1
953,40,1
719,605,1
448,281,1
55,412,1
276,84,1
102,301,1
389,603,1
580,434,1
71,209,1
671,71,1
206,152,1
533,433,1
135,462,1
742,489,1
874,756,1
662,388,1
564,750,1
936,536,1
424,528,1
214,981,1
989,314,1
292,829,1
627,970,1
997,561,1
519,931,1
814,338,1
246,807,1
830,545,1
687,382,1
671,675,1
208,851,1
990,213,1
890,687,1
365,520,1
433,629,1
779,184,1
291,737,1
265,279,1
763,854,1
709,697,1
981,650,1
267,563,1
209,448,1
447,709,1
221,545,1
72,434,1
170,72,1
406,72,1
385,385,1
476,792,1
358,677,1
200,259,1
530,189,1
408,310,1
871,593,1
871,708,1
69,812,1
300,711,1
2,917,1
99,283,1
37,492,1
533,439,1
579,638,1
499,417,1
179,784,1
96,124,1
876,372,1
884,824,1
582,219,1
436,191,1
549,719,1
255,983,1
386,155,1
276,153,1
853,146,1
831,821,1
325,793,1
362,528,1
959,370,1
568,403,1
645,438,1
557,9,1
925,6,1
889,485,1
195,325,1
619,605,1
969,973,1
170,207,1
170,477,1
567,302,1
46,133,1
174,721,1
311,606,1
132,480,1
347,680,1
90,180,1
810,688,1
591,778,1
519,358,1
708,716,1
700,161,1
40,620,1
430,551,1
276,478,1
863,21,1
425,865,1
794,960,1
349,873,1
513,261,1
581,932,1
282,187,1
28,230,1
256,795,1
42,740,1
190,833,1
640,994,1
198,90,1
895,713,1
359,777,1
736,473,1
862,752,1
342,662,1
587,807,1
919,658,1
252,20,1
58,255,1
384,544,1
3,39,1
161,866,1
922,674,1
828,154,1
129,99,1
869,580,1
348,488,1
755,710,1
786,60,1
194,216,1
666,490,1
224,191,1
25,544,1
815,734,1
488,694,1
353,698,1
362,473,1
18,865,1
43,33,1
279,542,1
572,827,1
236,843,1
546,155,1
531,883,1
952,842,1
257,218,1
593,712,1
306,836,1
703,487,1
333,743,1
705,875,1
130,199,1
222,881,1
255,356,1
937,979,1
690,25,1
973,582,1
617,195,1
199,768,1
205,268,1
603,217,1
541,731,1
231,605,1
831,706,1
612,531,1
9,444,1
378,285,1
310,585,1
891,740,1
876,327,1
648,375,1
953,598,1
775,392,1
926,240,1
590,155,1
188,724,1
817,412,1
235,854,1
984,852,1
250,796,1
796,263,1
448,495,1
56,461,1
665,340,1
260,604,1
364,454,1
684,470,1
33,338,1
191,844,1
912,903,1
819,15,1
60,624,1
166,870,1
591,367,1
600,665,1
263,327,1
260,9,1
710,182,1
981,346,1
87,469,1
749,726,1
788,390,1
913,87,1
677,769,1
296,928,1
747,691,1
594,608,1
866,771,1
806,789,1
572,34,1
355,761,1
331,975,1
280,691,1
951,692,1
855,517,1
525,280,1
459,621,1
688,250,1
27,555,1
649,662,1
847,86,1
506,864,1
359,603,1
977,682,1
203,347,1
88,851,1
733,791,1
377,279,1
827,139,1
326,621,1
840,228,1
102,201,1
818,655,1
404,366,1
766,88,1
954,615,1
231,996,1
843,370,1
862,387,1
981,513,1
516,517,1
221,991,1
2,40,1
453,796,1
673,131,1
464,213,1
630,514,1
710,747,1
549,815,1
187,590,1
894,265,1
802,293,1
69,92,1
304,501,1
355,317,1
491,52,1
491,495,1
976,392,1
399,631,1
411,945,1
663,112,1
217,416,1
571,972,1
658,227,1
321,857,1
755,510,1
584,411,1
927,703,1
133,523,1
197,501,1
346,484,1
621,62,1
244,949,1
205,996,1
278,240,1
16,268,1
313,351,1
557,675,1
573,741,1
677,300,1
233,160,1
678,34,1
662,865,1
821,991,1
914,909,1
288,63,1
984,828,1
209,988,1
932,187,1
47,734,1
692,80,1
767,302,1
690,538,1
231,648,1
831,26,1
691,51,1
522,729,1
161,15,1
213,552,1
838,457,1
328,766,1
260,605,1
119,306,1
67,601,1
870,493,1
19,698,1
341,922,1
980,526,1
103,358,1
973,205,1
444,710,1
353,604,1
455,553,1
599,999,1
689,963,1
768,867,1
492,90,1
900,853,1
340,865,1
549,770,1
495,439,1
501,828,1
838,915,1
764,150,1
475,790,1
633,397,1
98,397,1
409,379,1
501,386,1
46,376,1
375,510,1
206,847,1
506,421,1
941,602,1
51,774,1
109,875,1
955,661,1
817,425,1
641,270,1
249,923,1
179,384,1
832,4,1
628,180,1
121,723,1
223,913,1
232,237,1
